,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,M28Av6DL,kM1JVry7,谢*乐,2022-2-17 19:57,2022-2-17 20:01,241,1,NriUJr,大学生兼职调查,119.4.252.94,104.063355,30.669971,四川省,成都市,MOBILE,iOS,Apple WebKit,375px*812px,,男,西南财经大学,大三,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,寒暑假,5000元以上,非常不满意,0,1,0,0,0,0,诉诸法律,1,1,1,1,1,1,0,支持,校外,,,,,,,0,0,1,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,0,1,0,大于六个月,可以留用,一线城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,1,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,满足安全需要（工作稳定，很少有焦虑）
11,Mr5nW0Ye,aMgO0wwM,cdm****IMTlD,2022-2-17 19:51,2022-2-17 19:54,174,1,NriUJr,大学生兼职调查,117.80.221.175,120.6068088,31.1872031,江苏省,苏州市,MOBILE,iOS,weixin,414px*896px,,女,南京师范大学外国语学院,大二,江苏省，苏州市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,寒暑假,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,1,0,0,0,0,支持,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,密切密切,5,6,公平,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
12,ebqmnbRL,9LQdPXB7,5*,2022-2-17 19:40,2022-2-17 19:43,133,1,NriUJr,大学生兼职调查,183.93.5.192,109.486282,30.303218,湖北省,恩施土家族苗族自治州,MOBILE,Android,weixin,360px*800px,,女,中央民族大学信息工程学院,大三,湖北省，恩施土家族苗族自治州,否,推荐,6,有过,1,0,1,1,0,1,1,1,1,0,工作日,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
13,Mx2zXBlL,me3G4JRe,cdm****Go01y,2022-2-17 17:41,2022-2-17 17:46,331,1,NriUJr,大学生兼职调查,112.192.140.120,105.45945,32.032897,四川省,广元市,MOBILE,Android,weixin,360px*780px,,男,西南财经大学天府学院,大三,四川省，广元市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校外,,,,,,,1,0,0,1,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,大于六个月,公司层次和品牌形象,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,1,0,0,0,0,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
14,LVJrOXmL,yevlNbN7,P**to,2022-2-17 17:42,2022-2-17 17:45,182,1,NriUJr,大学生兼职调查,117.174.157.239,105.718315,28.931491,四川省,泸州市,MOBILE,Android,Chrome,360px*800px,,女,西南石油大学,大一,四川省，泸州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,0,0,1,1,0,反对,校内,1,1,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,6,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
15,ekqyZOb7,0ey4YvEL,cdm****6WtYM,2022-2-17 16:33,2022-2-17 16:39,358,1,NriUJr,大学生兼职调查,124.72.120.89,118.529824,24.610627,福建省,泉州市,COMPUTER,Windows,Chrome,1536px*864px,,女,中南财经政法大学金融学院,大二,福建省，泉州市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,0,1,0,0,支持,校外,,,,,,,1,1,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,密切密切,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,满足自我实现需要（激发潜能，实现自己的价值）
16,ebqmjJXL,QL0Db0VL,噔**钉铛铛,2022-2-17 16:31,2022-2-17 16:33,129,1,NriUJr,大学生兼职调查,140.250.138.82,117.83666,36.06759,山东省,济南市,COMPUTER,Windows,Chrome,1536px*864px,,男,宁夏大学物理与电子电气工程学院,大二,山东省，济南市,否,推荐,3,有过,0,0,1,1,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
17,Lm9qEKOL,JekN2zbL,l**ig,2022-2-17 16:26,2022-2-17 16:30,222,1,NriUJr,大学生兼职调查,39.144.24.110,112.60745,32.977824,河南省,南阳市,MOBILE,Android,Chrome,360px*780px,,男,东北师范大学数学与统计学院,大一,河南省，南阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,1,0,支持,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
18,ekqyZKQ7,QL0abPDe,嘉*,2022-2-17 16:18,2022-2-17 16:24,342,1,NriUJr,大学生兼职调查,117.65.209.60,118.490633,31.666093,安徽省,马鞍山市,MOBILE,iOS,Apple WebKit,390px*844px,,女,南开大学经济管理学院,大二,安徽省，合肥市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,诉诸法律,1,1,1,1,1,1,1,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,1,1,1,0,0,一到二个月,实习条件和薪资待遇,家乡城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
19,Lm9qEmzL,5M2AWPqe,R**tth,2022-2-17 16:19,2022-2-17 16:23,208,1,NriUJr,大学生兼职调查,159.226.35.199,116.29845,39.95933,北京市,市辖区,COMPUTER,Windows,weixin,1920px*1080px,,女,中国科学院大学物理科学学院,研二,山东省，济南市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校内,0,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
20,MDPx2RoM,veEqqz4e,知*,2022-2-17 16:20,2022-2-17 16:22,162,1,NriUJr,大学生兼职调查,123.96.12.83,122.0868068,30.0149588,浙江省,舟山市,MOBILE,iOS,weixin,390px*844px,,女,宁波大学，教师教育学院,大四,浙江省，宁波市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,周末,1001?2000元,非常不满意,0,0,0,1,0,0,寻求家长、老师帮助,1,0,1,0,0,0,0,中立,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,0,0,一到二个月,与专业的相关性,学校所在城市,密切密切,,,,,5,6,存在较少不公平现象,,,,,,,0,1,0,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
21,7lO8q64M,WMRE6X5e,博*,2022-2-17 16:07,2022-2-17 16:09,156,1,NriUJr,大学生兼职调查,1.202.143.108,116.3456691,39.9649018,北京市,市辖区,MOBILE,iOS,weixin,390px*844px,,男,中央民族大学文学院,研二,浙江省，嘉兴市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,1,0,0,支持,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,1,0,1,0,二到四个月,与专业的相关性,一线城市,密切密切,,,,,5,6,公平,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
22,MdP1YNzM,kMrxdo5L,J*an,2022-2-17 16:07,2022-2-17 16:08,90,1,NriUJr,大学生兼职调查,114.237.120.172,119.191801,34.606608,江苏省,连云港市,MOBILE,Android,Chrome,360px*800px,,女,南京师范大学心理学院,大二,江苏省，连云港市,否,不推荐,5,没有,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
23,eP2Okzy7,27awWqVe,cdm****NKgbt,2022-2-17 16:01,2022-2-17 16:05,198,1,NriUJr,大学生兼职调查,112.64.119.224,121.3723297,31.674118,上海市,市辖区,MOBILE,iOS,weixin,414px*736px,,女,北京师范大学心理学部,大四,福建省，漳州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,工作日,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,1,0,支持,校外,,,,,,,0,1,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,0,0,1,0,二到四个月,公司层次和品牌形象,一线城市,较少联系,,,,,4,7,公平,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
24,ekqy8WN7,o7jVw4Y7,cdm****6GKZP,2022-2-17 15:54,2022-2-17 16:01,435,1,NriUJr,大学生兼职调查,117.45.98.25,115.247276,29.314705,江西省,九江市,MOBILE,Android,Chrome,393px*851px,,男,南昌大学 信息工程学院,大三,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,周末,1001?2000元,非常不满意,1,0,1,1,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,支持,校外,,,,,,,1,1,0,1,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,一到二个月,与专业的相关性,一线城市,较多联系,,,,,6,7,存在较多不公平现象,1,0,1,1,0,0,1,1,1,0,0,0,1,0,很有帮助,正式职业之外可以继续保持该兼职,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
25,ekqy8VN7,z7lD06J7,**子,2022-2-17 15:53,2022-2-17 15:57,217,1,NriUJr,大学生兼职调查,58.20.131.195,113.279944,29.459594,湖南省,岳阳市,COMPUTER,Windows,Chrome,1707px*1067px,,女,同济大学机械与能源工程学院,大二,湖南省，岳阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,较多联系,3,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
26,7qXdnapM,veEYaj6e,cdm****LBlt1,2022-2-17 15:43,2022-2-17 15:51,476,1,NriUJr,大学生兼职调查,2408:841b:431:e237:bdde:3bf9:31bc:6737,114.540802,38.025358,河北省,石家庄市,MOBILE,Android,Chrome,360px*780px,,男,郑州大学 环境学院,大四,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,1,1,支持,校外,,,,,,,0,0,0,0,1,1,时间短暂来钱快上手快的兼职,进行过,1,1,1,0,0,0,一到二个月,与专业的相关性,其他城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,1,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,受到尊重（工作体面有尊严
27,MZqyR9Ke,AM92Z8v7,Ef***ro,2022-2-17 15:46,2022-2-17 15:49,227,1,NriUJr,大学生兼职调查,183.253.3.151,118.12984,24.4939,福建省,厦门市,COMPUTER,Windows,Chrome,1536px*864px,,女,上海外国语大学西方语学院,大一,福建省，厦门市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,0,1,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,与专业的相关性,一线城市,较多联系,5,5,公平,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
28,M6BPrj0M,aMgZrKke,cdm****rrFMH,2022-2-17 13:25,2022-2-17 13:31,348,1,NriUJr,大学生兼职调查,49.118.103.103,87.566513,43.887568,新疆维吾尔自治区,乌鲁木齐市,MOBILE,Android,weixin,360px*780px,,女,陕西师范大学生命科学学院,大三,新疆维吾尔自治区，乌鲁木齐市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,周末,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,支持,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,1,0,1,0,一到二个月,实习条件和薪资待遇,一线城市,较少联系,,,,,4,4,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
29,LwPDXx9e,o7jRGml7,六*的雨,2022-2-17 13:16,2022-2-17 13:19,182,1,NriUJr,大学生兼职调查,223.10.177.246,113.2247,38.7058,山西省,忻州市,MOBILE,Android,weixin,412px*915px,,男,北京交通大学交通运输学院,研二,山西省，忻州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,1,1,0,中立,校外,,,,,,,1,1,0,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,一线城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
30,M1KA9jEL,xLVj3QkL,cdm****bkJGJ,2022-2-17 12:55,2022-2-17 13:09,850,1,NriUJr,大学生兼职调查,123.166.195.105,126.659289,45.787725,黑龙江省,哈尔滨市,MOBILE,Android,weixin,393px*873px,,女,西北农林科技大学 人文学院,研三,黑龙江省，哈尔滨市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,寒暑假,501-1000元,非常不满意,0,1,0,1,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,可以留用,家乡城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,0,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
31,7XAkzNdL,me3NKDaL,A**us,2022-2-17 12:53,2022-2-17 12:56,207,1,NriUJr,大学生兼职调查,60.182.78.47,119.67761,29.11286,浙江省,金华市,COMPUTER,Windows,Chrome,1536px*864px,,男,南京师范大学心理学院,研二,浙江省，金华市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,1,0,诉诸法律,1,0,1,1,1,1,0,中立,校外,,,,,,,1,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
32,LVJrzpkL,z7lK6OxM,cdm****dMRgh,2022-2-17 12:51,2022-2-17 12:54,210,1,NriUJr,大学生兼职调查,113.82.153.62,115.913892,23.004898,广东省,汕尾市,MOBILE,Android,weixin,360px*780px,,女,电子科技大学中山学院人文学院,大二,广东省，汕尾市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,周末,2001-3000 元,非常不满意,0,1,1,1,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,一线城市,较多联系,2,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
33,ev9lYVQL,WMRDXddL,澄*,2022-2-17 12:30,2022-2-17 12:43,779,1,NriUJr,大学生兼职调查,1.81.175.93,106.47285,32.912257,陕西省,汉中市,MOBILE,Android,weixin,393px*851px,,女,四川大学经济学院,大三,陕西省，汉中市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,1,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,1,0,0,1,0,二到四个月,实习条件和薪资待遇,学校所在城市,较少联系,,,,,5,7,公平,,,,,,,0,1,1,1,1,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
