,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,M28ADwOL,ve8GO40L,cdm****SgPjC,2022-2-17 16:24,2022-2-17 16:31,377,1,NriUJr,大学生兼职调查,112.96.179.198,113.537359,23.158449,广东省,广州市,MOBILE,Android,weixin,360px*800px,,女,广州大学  机械与电气工程学院,大三,广东省，广州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,周末,501-1000元,非常不满意,1,1,0,0,1,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,5,7,存在较少不公平现象,,,,,,,1,0,1,0,1,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
11,en9gEDBL,37KOQan7,江*,2022-2-17 16:19,2022-2-17 16:24,283,1,NriUJr,大学生兼职调查,183.217.212.213,116.332574,26.321519,江西省,赣州市,COMPUTER,Windows,Chrome,1280px*720px,,女,赣南师范大学，文学院,大四,江西省，赣州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,周末,1001?2000元,非常不满意,1,1,1,1,0,0,忍气吞声，自认倒霉,0,0,1,1,0,1,0,支持,校外,,,,,,,1,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,4,存在较少不公平现象,,,,,,,1,1,1,0,1,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
12,MgErxBgL,JekNWwYL,柿*猫,2022-2-17 16:15,2022-2-17 16:20,275,1,NriUJr,大学生兼职调查,124.234.8.64,125.30313,43.338583,吉林省,四平市,MOBILE,Android,weixin,400px*889px,,女,吉林师范大学,大四,吉林省，四平市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,寒暑假,1001?2000元,非常不满意,1,1,1,0,0,0,忍气吞声，自认倒霉,1,1,1,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,其他城市,较多联系,5,4,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
13,MZqy8qve,J7qldRqM,***,2022-2-17 16:13,2022-2-17 16:17,245,1,NriUJr,大学生兼职调查,183.228.176.150,108.436008,30.758258,重庆市,市辖区,COMPUTER,Windows,Chrome,1280px*720px,,女,四川外国语大学,大二,重庆市，市辖区,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,周末,500元及以下,非常不满意,1,1,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,0,1,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
14,en9gE0AL,AM9Rn347,cdm****yKib7,2022-2-17 16:10,2022-2-17 16:15,274,1,NriUJr,大学生兼职调查,58.48.189.174,114.29248,30.65347,湖北省,武汉市,COMPUTER,Windows,Firefox,1536px*864px,,男,湖北中医药大学 信息工程学院,大四,湖北省，襄阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,中立,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,0,0,0,0,四到六个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,3,4,无所谓,,,,,,,1,1,0,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
15,eEKA4n17,leNO3RRM,cdm****bjSJn,2022-2-17 16:07,2022-2-17 16:10,195,1,NriUJr,大学生兼职调查,223.90.150.174,114.830758,34.35707,河南省,开封市,MOBILE,Android,Chrome,393px*873px,,女,河南科技大学建筑学院,大一,河南省，开封市,否,无所谓,5,有过,0,0,0,1,1,1,1,1,1,0,寒暑假,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
16,ev9lEnnL,ve8AYBdM,学**力者,2022-2-17 16:04,2022-2-17 16:10,370,1,NriUJr,大学生兼职调查,39.144.137.249,104.066466,30.657432,四川省,成都市,MOBILE,iOS,Apple WebKit,390px*844px,,男,成都信息工程大学管理学院,研三,四川省，乐山市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,周末,1001?2000元,非常不满意,0,0,0,1,0,0,忍气吞声，自认倒霉,1,1,1,1,1,1,0,支持,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,学校所在城市,较多联系,3,5,存在较少不公平现象,,,,,,,0,0,0,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
17,MRD6yNPL,BMDxqJGM,cdm****05W9D,2022-2-17 15:44,2022-2-17 15:52,485,1,NriUJr,大学生兼职调查,39.144.177.50,113.642639,34.743401,河南省,郑州市,MOBILE,Android,weixin,360px*800px,,女,河南中医药大学 管理学院,大四,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,0,0,1,1,0,0,其他,0,0,1,0,1,1,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,1,0,二到四个月,实习条件和薪资待遇,一线城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
18,en9g2adL,xMo2WzNe,?*,2022-2-17 13:54,2022-2-17 13:56,167,1,NriUJr,大学生兼职调查,115.223.190.17,120.418573,27.529114,浙江省,温州市,MOBILE,Android,Chrome,360px*780px,,女,青岛大学生命科学学院,大一,浙江省，温州市,否,推荐,5,有过,1,0,1,1,0,0,1,1,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
19,7XAkdoGL,J7BPlOne,马*白,2022-2-17 13:39,2022-2-17 13:42,160,1,NriUJr,大学生兼职调查,49.68.60.91,117.322073,34.2213,江苏省,徐州市,MOBILE,Android,weixin,360px*760px,,女,聊城大学东昌学院  中文系,大四,江苏省，徐州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,周末,501-1000元,非常不满意,1,1,0,0,0,0,向相关部门投诉,1,0,1,1,0,1,0,支持,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以给出实习证明即可,家乡城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
20,ebqm6JYL,xLVoJAVe,cdm****ZNuw4,2022-2-17 13:37,2022-2-17 13:40,160,1,NriUJr,大学生兼职调查,112.0.66.253,119.811305,32.275228,江苏省,镇江市,MOBILE,Android,weixin,360px*792px,,女,东北财经大学工商管理学院,大四,江苏省，镇江市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,0,0,1,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,0,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
21,ebqmwvXL,G7XW5dDM,cdm****nzcCt,2022-2-17 13:19,2022-2-17 13:23,253,1,NriUJr,大学生兼职调查,112.17.237.141,119.70728,27.560025,浙江省,温州市,MOBILE,Android,weixin,360px*780px,,女,浙江师范大学,研一,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,1,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,0,0,0,0,一到二个月,与专业的相关性,学校所在城市,密切密切,,,,,5,5,公平,,,,,,,1,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
22,MdP1QNAM,z7AKbvPe,cdm****spjtv,2022-2-17 13:14,2022-2-17 13:21,400,1,NriUJr,大学生兼职调查,120.216.170.234,114.1717836,35.896528,河南省,鹤壁市,MOBILE,iOS,weixin,414px*896px,,女,云南财经大学商学院,研二,河南省，鹤壁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,工作日,501-1000元,非常不满意,0,0,0,1,0,0,忍气吞声，自认倒霉,1,0,1,1,0,0,0,支持,校内,0,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
23,Lz9lkyK7,ve8Qz1zM,Le***_A,2022-2-17 13:02,2022-2-17 13:06,261,1,NriUJr,大学生兼职调查,223.74.213.98,117.0004001,23.6644763,广东省,潮州市,MOBILE,iOS,weixin,428px*926px,,男,广东工业大学物理与光电工程学院,大三,广东省，潮州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,寒暑假,501-1000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,1,0,支持,校内,1,1,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
24,ekqyd2Q7,me3AAr97,cdm****fGeYP,2022-2-17 12:59,2022-2-17 13:04,333,1,NriUJr,大学生兼职调查,10.199.100.209,110.656074,21.664081,广东省,茂名市,MOBILE,Android,weixin,393px*873px,,男,广东财经大学,大四,广东省，茂名市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,工作日,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,支持,校外,,,,,,,0,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,四到六个月,与专业的相关性,学校所在城市,密切密切,7,7,公平,,,,,,,0,1,1,1,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
25,eNQOo2qL,z7l5dnWL,l**or,2022-2-17 12:42,2022-2-17 12:48,388,1,NriUJr,大学生兼职调查,183.138.96.114,120.63923,27.7819,浙江省,温州市,COMPUTER,Windows,Chrome,1920px*1080px,,女,武汉科技大学外国语学院,大三,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,1,0,支持,校外,,,,,,,1,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,0,0,1,0,一到二个月,与专业的相关性,家乡城市,较少联系,,,,,5,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
26,LOyOzrXM,xebRygXe,cdm****zmKfW,2022-2-17 12:43,2022-2-17 12:47,250,1,NriUJr,大学生兼职调查,139.208.187.196,129.53386,42.89721,吉林省,延边朝鲜族自治州,MOBILE,Android,Chrome,360px*792px,,女,吉林师范大学教育科学学院,大一,吉林省，延边朝鲜族自治州,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,1,1,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,0,0,1,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
27,eyPbwRVL,oe4AO21M,cdm****fPFKc,2022-2-17 12:34,2022-2-17 12:37,167,1,NriUJr,大学生兼职调查,27.157.16.194,116.963831,24.101788,福建省,漳州市,MOBILE,Android,Chrome,360px*720px,,女,福建师范大学,大三,福建省，漳州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,工作日,1001?2000元,非常不满意,1,0,1,1,0,0,忍气吞声，自认倒霉,1,1,1,1,1,0,0,支持,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,密切密切,5,7,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
28,ev9lYmxL,veER4G6M,宝**的海,2022-2-17 12:26,2022-2-17 12:33,421,1,NriUJr,大学生兼职调查,223.104.105.52,112.432683,34.685526,河南省,洛阳市,MOBILE,Android,weixin,360px*760px,,女,河南师范大学外国语学院,大四,河南省，洛阳市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,支持,校外,,,,,,,1,1,1,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,实习条件和薪资待遇,一线城市,较多联系,4,5,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,1,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
29,ebqmwKdL,WLG4Xkpe,ys***0196,2022-2-17 12:27,2022-2-17 12:32,336,1,NriUJr,大学生兼职调查,111.35.51.158,119.93549,37.29578,山东省,烟台市,MOBILE,Android,Chrome,360px*780px,,女,浙江师范大学法政学院,研三,山东省，烟台市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,节假日,500元及以下,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,0,0,支持,校外,,,,,,,0,1,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,一到二个月,实习条件和薪资待遇,其他城市,密切密切,,,,,6,4,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
30,LOyOz6xM,27aQpzN7,暗*璇玑,2022-2-17 12:17,2022-2-17 12:21,270,1,NriUJr,大学生兼职调查,117.185.148.230,121.427832,31.128666,上海市,市辖区,MOBILE,Android,Chrome,360px*800px,,女,上海应用技术大学 香料香精化妆品学院,大四,上海市，市辖区,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,0,1,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,一线城市,较多联系,5,6,公平,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
31,LwPDXa6e,qM6G8387,cdm****voXaj,2022-2-17 12:13,2022-2-17 12:20,406,1,NriUJr,大学生兼职调查,10.92.249.89,114.611768,23.406721,广东省,惠州市,MOBILE,Android,weixin,393px*873px,,女,广州大学管理学院,大二,广东省，惠州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,中立,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,1,0,很有帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
32,Lz9lknz7,J7BjRQd7,cdm****qO9wx,2022-2-17 12:13,2022-2-17 12:17,212,1,NriUJr,大学生兼职调查,120.229.139.165,113.8082,23.02334,广东省,东莞市,COMPUTER,Windows,Chrome,1280px*800px,,男,北部湾大学理学院,大三,广西壮族自治区，钦州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,节假日,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,支持,校内,1,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
