,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,7qXdnapM,veEYaj6e,cdm****LBlt1,2022-02-17 15:43:47,2022-02-17 15:51:43,476,1,NriUJr,大学生兼职调查,2408:841b:431:e237:bdde:3bf9:31bc:6737,114.5408020,38.0253580,河北省,石家庄市,MOBILE,Android,Chrome,360px*780px,,男,郑州大学 环境学院,大四,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,1,1,支持,校外,,,,,,,0,0,0,0,1,1,时间短暂来钱快上手快的兼职,进行过,1,1,1,0,0,0,一到二个月,与专业的相关性,其他城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,1,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,受到尊重（工作体面有尊严
11,MZqyR9Ke,AM92Z8v7,Ef***ro,2022-02-17 15:46:03,2022-02-17 15:49:50,227,1,NriUJr,大学生兼职调查,183.253.3.151,118.1298400,24.4939000,福建省,厦门市,COMPUTER,Windows,Chrome,1536px*864px,,女,上海外国语大学西方语学院,大一,福建省，厦门市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,0,1,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,与专业的相关性,一线城市,较多联系,5,5,公平,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
12,en9g2adL,xMo2WzNe,?*,2022-02-17 13:54:01,2022-02-17 13:56:48,167,1,NriUJr,大学生兼职调查,115.223.190.17,120.4185730,27.5291140,浙江省,温州市,MOBILE,Android,Chrome,360px*780px,,女,青岛大学生命科学学院,大一,浙江省，温州市,否,推荐,5,有过,1,0,1,1,0,0,1,1,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
13,7XAkdoGL,J7BPlOne,马*白,2022-02-17 13:39:47,2022-02-17 13:42:27,160,1,NriUJr,大学生兼职调查,49.68.60.91,117.3220730,34.2213000,江苏省,徐州市,MOBILE,Android,weixin,360px*760px,,女,聊城大学东昌学院  中文系,大四,江苏省，徐州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,周末,501-1000元,非常不满意,1,1,0,0,0,0,向相关部门投诉,1,0,1,1,0,1,0,支持,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以给出实习证明即可,家乡城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
14,ebqmwvXL,G7XW5dDM,cdm****nzcCt,2022-02-17 13:19:15,2022-02-17 13:23:28,253,1,NriUJr,大学生兼职调查,112.17.237.141,119.7072800,27.5600250,浙江省,温州市,MOBILE,Android,weixin,360px*780px,,女,浙江师范大学,研一,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,1,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,0,0,0,0,一到二个月,与专业的相关性,学校所在城市,密切密切,,,,,5,5,公平,,,,,,,1,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
15,M1KA9jEL,xLVj3QkL,cdm****bkJGJ,2022-02-17 12:55:08,2022-02-17 13:09:18,850,1,NriUJr,大学生兼职调查,123.166.195.105,126.6592890,45.7877250,黑龙江省,哈尔滨市,MOBILE,Android,weixin,393px*873px,,女,西北农林科技大学 人文学院,研三,黑龙江省，哈尔滨市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,寒暑假,501-1000元,非常不满意,0,1,0,1,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,可以留用,家乡城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,0,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
16,7XAkzNdL,me3NKDaL,A**us,2022-02-17 12:53:05,2022-02-17 12:56:32,207,1,NriUJr,大学生兼职调查,60.182.78.47,119.6776100,29.1128600,浙江省,金华市,COMPUTER,Windows,Chrome,1536px*864px,,男,南京师范大学心理学院,研二,浙江省，金华市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,1,0,诉诸法律,1,0,1,1,1,1,0,中立,校外,,,,,,,1,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
17,eNQOo2qL,z7l5dnWL,l**or,2022-02-17 12:42:11,2022-02-17 12:48:39,388,1,NriUJr,大学生兼职调查,183.138.96.114,120.6392300,27.7819000,浙江省,温州市,COMPUTER,Windows,Chrome,1920px*1080px,,女,武汉科技大学外国语学院,大三,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,1,0,支持,校外,,,,,,,1,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,0,0,1,0,一到二个月,与专业的相关性,家乡城市,较少联系,,,,,5,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
18,7YpQzKwM,pLzl2B5M,超*??,2022-02-17 12:28:02,2022-02-17 12:30:58,176,1,NriUJr,大学生兼职调查,117.136.27.204,103.8162120,36.1553190,甘肃省,兰州市,MOBILE,Android,weixin,360px*800px,,女,南京林业大学,大三,甘肃省，兰州市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,周末,501-1000元,非常不满意,1,0,0,0,1,0,向相关部门投诉,0,0,1,1,0,0,1,中立,校外,,,,,,,1,0,1,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,公平,,,,,,,1,1,0,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,满足自我实现需要（激发潜能，实现自己的价值）
19,ebqmwKdL,WLG4Xkpe,ys***0196,2022-02-17 12:27:17,2022-02-17 12:32:53,336,1,NriUJr,大学生兼职调查,111.35.51.158,119.9354900,37.2957800,山东省,烟台市,MOBILE,Android,Chrome,360px*780px,,女,浙江师范大学法政学院,研三,山东省，烟台市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,节假日,500元及以下,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,0,0,支持,校外,,,,,,,0,1,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,一到二个月,实习条件和薪资待遇,其他城市,密切密切,,,,,6,4,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
20,L0mD9y0e,o7jRrkm7,cdm****lthuU,2022-02-17 12:25:09,2022-02-17 12:28:28,199,1,NriUJr,大学生兼职调查,171.34.214.0,115.9842330,28.6351880,江西省,南昌市,MOBILE,Android,weixin,360px*800px,,女,萍乡学院初等教育学院,大二,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,0,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,密切密切,6,6,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
21,7AxO9aQM,yevkAXM9,cdm****ZTVUp,2022-02-17 12:19:23,2022-02-17 12:22:42,199,1,NriUJr,大学生兼职调查,39.184.14.223,121.2081140,29.0533240,浙江省,台州市,MOBILE,iOS,Apple WebKit,414px*896px,,男,浙江工贸职业技术学院,大二,浙江省，台州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,0,1,0,0,支持,校外,,,,,,,1,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
22,LwPDXa6e,qM6G8387,cdm****voXaj,2022-02-17 12:13:55,2022-02-17 12:20:41,406,1,NriUJr,大学生兼职调查,10.92.249.89,114.6117680,23.4067210,广东省,惠州市,MOBILE,Android,weixin,393px*873px,,女,广州大学管理学院,大二,广东省，惠州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,中立,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,1,0,很有帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
23,e8YA9oBM,27azKqbL,cdm****YeC0Q,2022-02-17 12:07:40,2022-02-17 12:12:56,316,1,NriUJr,大学生兼职调查,171.109.168.164,108.8274460,23.2184370,广西壮族自治区,南宁市,MOBILE,Android,Chrome,360px*780px,,女,桂林航天工业学院；管理学院,大四,广西壮族自治区，南宁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,寒暑假,2001-3000 元,非常不满意,0,1,1,0,0,0,寻求家长、老师帮助,0,0,1,1,1,1,0,支持,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,1,0,一到二个月,公司层次和品牌形象,家乡城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
24,7lO8nmWM,5LmKREpM,踏*?梅,2022-02-17 11:56:18,2022-02-17 12:02:01,343,1,NriUJr,大学生兼职调查,183.147.171.223,120.2492410,29.2611350,浙江省,金华市,MOBILE,iOS,Apple WebKit,390px*844px,,男,宁波财经学院  财富管理学院,大四,浙江省，金华市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,0,1,0,1,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,0,1,0,一到二个月,公司层次和品牌形象,家乡城市,较多联系,,,,,6,5,存在较少不公平现象,,,,,,,1,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,满足自我实现需要（激发潜能，实现自己的价值）
25,7qXdb86M,p7YN10aL,虫**地而趴,2022-02-16 18:13:12,2022-02-16 18:16:56,224,1,NriUJr,大学生兼职调查,60.212.97.188,120.7417000,36.9735100,山东省,烟台市,COMPUTER,Windows,Chrome,1280px*720px,,女,中央民族大学 民族学与社会学学院,大四,山东省，烟台市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,1,1,0,1,0,二到四个月,与专业的相关性,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
26,e5yNgnVe,qM6PgJvL,cdm****L6lUl,2022-02-16 18:10:04,2022-02-16 18:12:10,126,1,NriUJr,大学生兼职调查,112.22.156.116,116.5781920,34.6960100,江苏省,徐州市,MOBILE,Android,weixin,360px*803px,,女,河南科技大学电气工程学院,大一,江苏省，徐州市,否,无所谓,4,有过,1,0,1,0,0,0,0,0,1,0,寒暑假,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
27,M6BP2XdM,p7YQDkZ7,cdm****gR2Ny,2022-02-16 17:54:39,2022-02-16 17:59:24,285,1,NriUJr,大学生兼职调查,183.210.200.231,119.9737010,31.8349640,江苏省,常州市,MOBILE,iOS,Apple WebKit,390px*844px,,男,南京大学计算机学院,研一,江苏省，徐州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,0,1,0,0,0,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
28,eyPbaKPL,xMoVJ5Oe,cdm****qTavU,2022-02-16 17:24:33,2022-02-16 17:32:41,488,1,NriUJr,大学生兼职调查,36.28.28.196,120.6045383,29.9947228,浙江省,绍兴市,MOBILE,iOS,weixin,390px*844px,,男,浙江师范大学地理与环境科学学院,研二,浙江省，绍兴市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,0,0,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
29,e3BA8OnL,aMgO4oOM,cdm****waeB4,2022-02-16 17:14:09,2022-02-16 17:17:27,198,1,NriUJr,大学生兼职调查,111.25.24.26,125.3011690,43.9173340,吉林省,长春市,MOBILE,Android,weixin,360px*770px,,女,延边大学 经济管理学院,大一,吉林省，长春市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,寒暑假,501-1000元,非常不满意,1,1,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,一线城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,0,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
30,en9gGYRL,5Lw52pnM,cdm****YKDhC,2022-02-16 17:08:14,2022-02-16 17:16:10,476,1,NriUJr,大学生兼职调查,113.117.143.130,113.3190000,22.4224600,广东省,中山市,MOBILE,Android,Chrome,360px*640px,,男,广州大学人文学院,大三,广东省，阳江市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,1,1,0,支持,校外,,,,,,,0,0,0,1,1,1,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,家乡城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,受到尊重（工作体面有尊严
31,7YpQgjzM,BMDxnyGM,彼*千年,2022-02-16 17:05:10,2022-02-16 17:10:07,297,1,NriUJr,大学生兼职调查,150.255.126.220,110.3740360,19.9994850,海南省,海口市,MOBILE,Android,weixin,360px*800px,,女,湖南大学 新闻与传播学院,大一,湖南省，长沙市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,周末,501-1000元,非常不满意,0,0,0,0,1,0,寻求家长、老师帮助,0,1,1,0,1,0,0,支持,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,5,6,公平,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
32,7YpQgm8M,DMxwlG5e,cdm****rq5ig,2022-02-16 17:01:44,2022-02-16 17:07:56,372,1,NriUJr,大学生兼职调查,112.96.112.94,113.2968090,22.3896170,广东省,中山市,MOBILE,Android,weixin,360px*748px,,男,深圳大学经济学院,大二,广东省，茂名市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,1,1,0,支持,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,6,7,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,1,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
