,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,MdP1YNzM,kMrxdo5L,J*an,2022-02-17 16:07:18,2022-02-17 16:08:48,90,1,NriUJr,大学生兼职调查,114.237.120.172,119.1918010,34.6066080,江苏省,连云港市,MOBILE,Android,Chrome,360px*800px,,女,南京师范大学心理学院,大二,江苏省，连云港市,否,不推荐,5,没有,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
11,ekqy8WN7,o7jVw4Y7,cdm****6GKZP,2022-02-17 15:54:03,2022-02-17 16:01:18,435,1,NriUJr,大学生兼职调查,117.45.98.25,115.2472760,29.3147050,江西省,九江市,MOBILE,Android,Chrome,393px*851px,,男,南昌大学 信息工程学院,大三,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,周末,1001?2000元,非常不满意,1,0,1,1,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,支持,校外,,,,,,,1,1,0,1,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,一到二个月,与专业的相关性,一线城市,较多联系,,,,,6,7,存在较多不公平现象,1,0,1,1,0,0,1,1,1,0,0,0,1,0,很有帮助,正式职业之外可以继续保持该兼职,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
12,ekqy8VN7,z7lD06J7,**子,2022-02-17 15:53:31,2022-02-17 15:57:08,217,1,NriUJr,大学生兼职调查,58.20.131.195,113.2799440,29.4595940,湖南省,岳阳市,COMPUTER,Windows,Chrome,1707px*1067px,,女,同济大学机械与能源工程学院,大二,湖南省，岳阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,较多联系,3,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
13,ebqm6JYL,xLVoJAVe,cdm****ZNuw4,2022-02-17 13:37:53,2022-02-17 13:40:33,160,1,NriUJr,大学生兼职调查,112.0.66.253,119.8113050,32.2752280,江苏省,镇江市,MOBILE,Android,weixin,360px*792px,,女,东北财经大学工商管理学院,大四,江苏省，镇江市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,0,0,1,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,0,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
14,7KvO1gGM,37Kxy6vL,cdm****VUdaY,2022-02-17 13:33:59,2022-02-17 13:36:20,141,1,NriUJr,大学生兼职调查,144.52.143.100,118.4227070,35.5816830,山东省,临沂市,MOBILE,Android,weixin,360px*800px,,女,泰山学院，数学与统计学院,大三,山东省，济宁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,1,0,支持,校内,0,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,密切密切,5,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
15,M6BPrj0M,aMgZrKke,cdm****rrFMH,2022-02-17 13:25:23,2022-02-17 13:31:11,348,1,NriUJr,大学生兼职调查,49.118.103.103,87.5665130,43.8875680,新疆维吾尔自治区,乌鲁木齐市,MOBILE,Android,weixin,360px*780px,,女,陕西师范大学生命科学学院,大三,新疆维吾尔自治区，乌鲁木齐市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,周末,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,支持,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,1,0,1,0,一到二个月,实习条件和薪资待遇,一线城市,较少联系,,,,,4,4,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
16,Lz9lkyK7,ve8Qz1zM,Le***_A,2022-02-17 13:02:38,2022-02-17 13:06:59,261,1,NriUJr,大学生兼职调查,223.74.213.98,117.0004001,23.6644763,广东省,潮州市,MOBILE,iOS,weixin,428px*926px,,男,广东工业大学物理与光电工程学院,大三,广东省，潮州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,寒暑假,501-1000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,1,0,支持,校内,1,1,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
17,7aQnrJ67,2MdqbnN7,cdm****32f27,2022-02-17 13:01:35,2022-02-17 13:05:51,256,1,NriUJr,大学生兼职调查,111.19.99.218,108.0767020,34.2821630,陕西省,咸阳市,MOBILE,Android,weixin,393px*851px,,女,陕西学前师范学院,大二,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,1,1,1,1,0,1,0,支持,校外,,,,,,,1,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,暂时没有打算,,,,,,,,,,,,,,,5,6,公平,,,,,,,0,1,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
18,LQ8moAA7,5Lmq0EDL,cdm****btvux,2022-02-17 13:01:47,2022-02-17 13:04:43,176,1,NriUJr,大学生兼职调查,110.231.160.242,118.9676000,39.4351000,河北省,唐山市,MOBILE,Android,weixin,360px*800px,,女,河北民族师范学院,大二,河北省，唐山市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,1,1,1,1,1,1,1,支持,校内,1,0,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
19,en9gjkAL,5LwadnMl,cdm****tfZU5,2022-02-17 12:48:51,2022-02-17 12:52:10,199,1,NriUJr,大学生兼职调查,112.224.21.252,116.5761240,35.3431760,山东省,济宁市,MOBILE,Android,weixin,360px*780px,,男,济宁医学院口腔医学,大二,山东省，济宁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,周末,1001?2000元,非常不满意,1,0,0,1,1,0,忍气吞声，自认倒霉,0,0,0,1,1,1,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,1,0,0,大于六个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,4,3,存在较多不公平现象,1,0,1,1,0,0,1,0,0,0,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
20,eyPbwRVL,oe4AO21M,cdm****fPFKc,2022-02-17 12:34:46,2022-02-17 12:37:33,167,1,NriUJr,大学生兼职调查,27.157.16.194,116.9638310,24.1017880,福建省,漳州市,MOBILE,Android,Chrome,360px*720px,,女,福建师范大学,大三,福建省，漳州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,工作日,1001?2000元,非常不满意,1,0,1,1,0,0,忍气吞声，自认倒霉,1,1,1,1,1,0,0,支持,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,密切密切,5,7,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
21,ev9lYmxL,veER4G6M,宝**的海,2022-02-17 12:26:12,2022-02-17 12:33:13,421,1,NriUJr,大学生兼职调查,223.104.105.52,112.4326830,34.6855260,河南省,洛阳市,MOBILE,Android,weixin,360px*760px,,女,河南师范大学外国语学院,大四,河南省，洛阳市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,支持,校外,,,,,,,1,1,1,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,实习条件和薪资待遇,一线城市,较多联系,4,5,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,1,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
22,MgErqYyL,nePPo6ve,cdm****HuGEq,2022-02-17 12:16:48,2022-02-17 12:21:05,257,1,NriUJr,大学生兼职调查,112.233.45.206,118.5913200,35.1208450,山东省,临沂市,MOBILE,Android,weixin,360px*780px,,女,山财公共管理学院,研三,山东省，临沂市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,1,0,1,0,中立,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,暂时没有打算,,,,,,,,,,,,,,,3,5,存在较少不公平现象,,,,,,,1,0,1,1,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
23,Mr5nO4ye,nePxK2Ae,cdm****TwlLs,2022-02-17 12:14:19,2022-02-17 12:20:39,380,1,NriUJr,大学生兼职调查,223.73.10.191,116.7646820,23.4654470,广东省,汕头市,MOBILE,Android,weixin,360px*800px,,女,仲恺农业工程学院信息科学与技术学院,大二,广东省，广州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,周末,3001?5000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,0,1,1,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,4,5,公平,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
24,Mo12aqnL,8MZNE9KM,cdm****vZO5K,2022-02-17 12:13:36,2022-02-17 12:20:04,388,1,NriUJr,大学生兼职调查,111.58.168.237,110.3098860,24.9467410,广西壮族自治区,桂林市,MOBILE,Android,weixin,393px*873px,,女,广西财经学院,大二,广西壮族自治区，桂林市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,中立,校外,,,,,,,0,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
25,MDPxKylM,G7Xk62OM,丹*朝阳,2022-02-17 12:09:00,2022-02-17 12:15:33,393,1,NriUJr,大学生兼职调查,27.27.1.198,111.3957070,31.3958840,湖北省,襄阳市,TABLET,iOS,Apple WebKit,375px*667px,,女,中南民族大学教育学院,研一,湖北省，襄阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,1,1,1,1,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,0,0,一到二个月,与专业的相关性,学校所在城市,密切密切,,,,,5,4,存在较多不公平现象,1,0,0,1,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
26,M1KA90OL,G7Xo4ArM,cdm****DkuT2,2022-02-17 12:06:54,2022-02-17 12:10:29,215,1,NriUJr,大学生兼职调查,117.29.246.165,117.3553970,24.2333690,福建省,漳州市,MOBILE,Android,weixin,393px*873px,,女,福建农林大学,研二,福建省，福州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,节假日,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,1,0,0,0,0,支持,校内,1,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
27,M28A9DkL,o7jJzXm7,好多***?,2022-02-17 12:07:44,2022-02-17 12:08:58,74,1,NriUJr,大学生兼职调查,223.73.167.121,110.2448500,21.3786800,广东省,湛江市,MOBILE,Android,Chrome,393px*873px,,男,仲恺农业工程学院，统计学,大三,广东省，湛江市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,周末,500元及以下,非常不满意,0,0,1,0,1,0,忍气吞声，自认倒霉,0,0,1,0,1,0,0,中立,校外,,,,,,,1,0,0,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较少联系,5,2,存在较多不公平现象,0,0,1,0,1,0,0,0,1,0,1,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
28,MgErqxkL,JekpPVYM,cdm****WRwWG,2022-02-17 12:07:26,2022-02-17 12:08:57,91,1,NriUJr,大学生兼职调查,175.31.6.188,126.5345400,43.8532100,吉林省,吉林市,MOBILE,Android,Chrome,360px*780px,,男,延边大学朝汉文学院,大四,吉林省，延边朝鲜族自治州,否,不推荐,4,有过,1,1,1,1,0,1,1,1,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
29,M9X0PPre,kMrn1m0M,十*,2022-02-17 12:02:10,2022-02-17 12:05:06,176,1,NriUJr,大学生兼职调查,116.113.2.148,111.7490700,40.8176200,内蒙古自治区,呼和浩特市,COMPUTER,Windows,Chrome,1494px*934px,,女,内蒙古师范大学物理与电子信息学院,大一,内蒙古自治区，呼和浩特市,否,非常赞同,1,有过,0,0,1,0,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
30,MgErqRlL,DMxwgbme,cdm****7Wk0h,2022-02-17 12:01:40,2022-02-17 12:04:47,187,1,NriUJr,大学生兼职调查,1.196.205.119,115.3845643,31.8096609,河南省,信阳市,MOBILE,iOS,weixin,414px*896px,,女,北京化工大学,博士,河南省，信阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,0,0,支持,校外,,,,,,,0,0,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,无所谓,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
31,7YpQz9ZM,J7BOGB1L,cdm****97aac,2022-02-17 11:53:03,2022-02-17 12:00:06,423,1,NriUJr,大学生兼职调查,120.231.11.100,110.1042100,20.7970760,广东省,湛江市,MOBILE,Android,weixin,360px*780px,,男,东莞市职业技术学院,大一,广东省，东莞市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,寒暑假,1001?2000元,非常不满意,1,1,1,0,0,0,向相关部门投诉,1,1,0,0,0,1,0,中立,校内,1,0,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,0,0,1,0,四到六个月,实习条件和薪资待遇,学校所在城市,较少联系,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
32,ekqydob7,2MdA6gb7,认真***的旺仔,2022-02-17 11:56:40,2022-02-17 11:59:17,157,1,NriUJr,大学生兼职调查,60.210.239.36,118.8999880,36.7813190,山东省,潍坊市,MOBILE,iOS,Apple WebKit,375px*812px,,女,东北师范大学地理科学学院,研一,山东省，潍坊市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,工作日,501-1000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,0,1,0,1,1,0,支持,校外,,,,,,,0,0,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,4,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
