,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,LVJrzpkL,z7lK6OxM,cdm****dMRgh,2022-02-17 12:51:12,2022-02-17 12:54:42,210,1,NriUJr,大学生兼职调查,113.82.153.62,115.9138920,23.0048980,广东省,汕尾市,MOBILE,Android,weixin,360px*780px,,女,电子科技大学中山学院人文学院,大二,广东省，汕尾市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,周末,2001-3000 元,非常不满意,0,1,1,1,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,一线城市,较多联系,2,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
11,LOyOzrXM,xebRygXe,cdm****zmKfW,2022-02-17 12:43:26,2022-02-17 12:47:36,250,1,NriUJr,大学生兼职调查,139.208.187.196,129.5338600,42.8972100,吉林省,延边朝鲜族自治州,MOBILE,Android,Chrome,360px*792px,,女,吉林师范大学教育科学学院,大一,吉林省，延边朝鲜族自治州,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,1,1,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,0,0,1,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
12,Lm9qRpDL,kM1XnQOe,小**米八,2022-02-17 12:40:29,2022-02-17 12:42:28,119,1,NriUJr,大学生兼职调查,223.73.253.84,113.6110610,24.7946790,广东省,韶关市,MOBILE,Android,weixin,400px*894px,,女,华南师范大学 地理科学学院,大一,广东省，韶关市,否,非常赞同,5,有过,1,1,1,1,0,1,0,1,1,0,周末,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,受到尊重（工作体面有尊严
13,7YpQz9aM,aMgOxVyM,cdm****7u102,2022-02-17 11:54:45,2022-02-17 11:58:34,229,1,NriUJr,大学生兼职调查,223.96.183.40,115.4974820,35.2732140,山东省,菏泽市,MOBILE,Android,weixin,360px*770px,,女,河南护理职业学院,大三,河南省，商丘市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,1,0,0,0,0,0,0,支持,校外,,,,,,,1,0,0,0,0,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,1,0,0,0,0,四到六个月,公司层次和品牌形象,其他城市,密切密切,,,,,7,6,公平,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
14,LVJrz9bL,5M2A6RAe,cdm****oek9r,2022-02-17 11:53:00,2022-02-17 11:57:08,248,1,NriUJr,大学生兼职调查,111.41.214.202,124.8889590,48.4779350,黑龙江省,齐齐哈尔市,MOBILE,Android,weixin,360px*780px,,男,燕山大学体育学院,研三,黑龙江省，齐齐哈尔市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,1,1,1,1,0,0,诉诸法律,1,1,1,1,1,1,0,支持,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,1,0,0,0,大于六个月,实习条件和薪资待遇,一线城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
15,7qXdb02M,2MdoJwNe,cdm****D3RuB,2022-02-16 17:55:52,2022-02-16 17:59:04,192,1,NriUJr,大学生兼职调查,111.18.167.42,107.7440640,34.2711750,陕西省,宝鸡市,MOBILE,Android,weixin,393px*873px,,女,西北政法大学经济学院,大三,陕西省，宝鸡市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,节假日,500元及以下,非常不满意,1,0,0,0,1,0,向相关部门投诉,1,1,0,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以留用,其他城市,密切密切,5,5,存在较多不公平现象,1,0,1,1,1,0,0,1,0,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
16,eyPbaanL,KLOnrJ47,cdm****vtT0k,2022-02-16 17:26:25,2022-02-16 17:31:28,303,1,NriUJr,大学生兼职调查,36.23.68.127,115.3992880,37.3502500,河北省,邢台市,MOBILE,Android,weixin,360px*780px,,女,河北医科大学基础医学院,大三,河北省，邢台市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,0,1,0,0,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,基本没有帮助,,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
17,M1KAQQzL,p7YQOql7,i**er,2022-02-16 17:28:15,2022-02-16 17:30:57,162,1,NriUJr,大学生兼职调查,223.104.20.98,115.0552270,30.2391210,湖北省,黄石市,MOBILE,iOS,Apple WebKit,375px*812px,,女,武汉城市学院,大一,湖北省，黄石市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,1,0,0,支持,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,密切密切,5,5,公平,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
18,LOyO1ONM,37KDEaKL,cdm****IVWpj,2022-02-16 17:22:02,2022-02-16 17:24:34,152,1,NriUJr,大学生兼职调查,182.124.181.65,114.2758600,36.1136440,河南省,安阳市,MOBILE,Android,Chrome,393px*851px,,女,河南师范大学  文化传媒学院,大二,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,周末,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,0,1,0,0,0,中立,校外,,,,,,,0,1,0,1,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,6,5,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
19,7AxO0DrM,5LmodpxM,比*金,2022-02-16 17:17:18,2022-02-16 17:21:35,257,1,NriUJr,大学生兼职调查,123.180.39.227,114.7102640,37.4236660,河北省,邢台市,MOBILE,Android,Chrome,360px*800px,,女,承德医学院,研二,河北省，邢台市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,1,0,支持,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,1,0,四到六个月,与专业的相关性,一线城市,密切密切,,,,,5,3,存在较多不公平现象,0,0,0,1,1,0,1,1,1,0,0,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
20,7KvO92nM,5LwV6Pp7,cdm****bqLOP,2022-02-16 17:09:17,2022-02-16 17:13:50,273,1,NriUJr,大学生兼职调查,111.85.8.56,105.2802400,27.3000500,贵州省,毕节市,COMPUTER,Windows,Chrome,1536px*864px,,女,贵州医科大学 药学院,大二,贵州省，贵阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,寒暑假,3001?5000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,6,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
21,7aQnlA67,ve82AGg7,cdm****p2PUZ,2022-02-16 17:09:44,2022-02-16 17:12:08,144,1,NriUJr,大学生兼职调查,120.243.44.36,115.7845900,33.8110370,安徽省,亳州市,MOBILE,Android,weixin,360px*780px,,女,安徽建筑大学数理学院,大三,安徽省，亳州市,否,推荐,2,有过,1,0,1,1,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
22,LQ8mXWb7,z7AO0X6e,cdm****jfgCP,2022-02-16 17:08:49,2022-02-16 17:10:20,91,1,NriUJr,大学生兼职调查,122.136.134.155,128.2167861,43.3598148,吉林省,延边朝鲜族自治州,MOBILE,iOS,weixin,390px*844px,,女,吉林工商学院,大一,吉林省，延边朝鲜族自治州,否,非常赞同,6,有过,1,0,1,0,0,0,1,1,1,0,寒暑假,3001?5000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
23,7YpQgAxM,0ey6XG9M,cdm****WPLcK,2022-02-16 16:53:04,2022-02-16 16:54:31,87,1,NriUJr,大学生兼职调查,39.155.19.244,119.3457810,42.3046990,内蒙古自治区,赤峰市,MOBILE,Android,weixin,360px*800px,,女,吉林师范大学,大二,内蒙古自治区，通辽市,否,推荐,5,有过,1,1,1,1,1,1,1,1,1,1,节假日,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,受到尊重（工作体面有尊严
24,e4BAAwx7,kMrm2pEe,cdm****6rKPg,2022-02-16 16:36:08,2022-02-16 16:40:28,260,1,NriUJr,大学生兼职调查,223.155.31.105,110.4439500,26.5614990,湖南省,邵阳市,MOBILE,Android,Chrome,360px*780px,,男,北京中医药大学针灸推拿学院,大一,湖南省，邵阳市,是,,,,,,,,,,,,,,,,,,,,,1份,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,5,6,公平,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
25,LGBAAV57,p7YN82bL,cdm****2ZLMq,2022-02-16 16:35:07,2022-02-16 16:39:45,278,1,NriUJr,大学生兼职调查,1.60.215.171,123.3755440,46.5113180,黑龙江省,齐齐哈尔市,MOBILE,Android,Chrome,360px*792px,,男,吉林建筑大学英语学院,大二,黑龙江省，齐齐哈尔市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,4,4,存在较少不公平现象,,,,,,,0,0,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,受到尊重（工作体面有尊严
26,MJnOO3BM,J7Bm21ZM,cdm****AF11S,2022-02-16 16:25:22,2022-02-16 16:29:37,255,1,NriUJr,大学生兼职调查,120.208.184.184,114.2785000,39.7076000,山西省,大同市,MOBILE,Android,weixin,412px*892px,,女,山西财经大学统计学院,大三,山西省，大同市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,周末,501-1000元,非常不满意,1,1,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,反对,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,与专业的相关性,家乡城市,密切密切,4,4,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
27,LOyOOwYM,xLVJDbVL,花**岸天,2022-02-16 16:25:59,2022-02-16 16:27:59,120,1,NriUJr,大学生兼职调查,182.133.60.196,104.2490830,30.0784310,四川省,眉山市,MOBILE,Android,Chrome,360px*800px,,男,四川文理学院，智能制造学院,大三,四川省，眉山市,否,推荐,4,有过,1,0,1,1,0,0,1,1,0,0,周末,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
28,M1KAAm2L,J7Bxlnje,cdm****L6e8S,2022-02-16 16:22:52,2022-02-16 16:27:21,269,1,NriUJr,大学生兼职调查,223.104.122.168,115.0564690,30.1464660,湖北省,黄石市,MOBILE,iOS,Apple WebKit,390px*844px,,男,湖北师范大学,大三,湖北省，黄石市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,寒暑假,1001?2000元,非常不满意,0,1,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,较多联系,6,6,存在较少不公平现象,,,,,,,1,1,0,0,0,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
29,Mo122Y6L,xLVr8PlL,cdm****vMQLs,2022-02-16 16:23:21,2022-02-16 16:25:40,139,1,NriUJr,大学生兼职调查,101.248.132.34,91.1513820,29.6546350,西藏自治区,拉萨市,MOBILE,Android,weixin,381px*824px,,女,中国传媒大学人文学院,大一,西藏自治区，昌都市,否,推荐,2,有过,1,0,1,1,0,1,1,1,0,0,寒暑假,5000元以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
30,LwPDD36e,Ke5G0o47,cdm****YwnpF,2022-02-16 16:19:54,2022-02-16 16:23:23,209,1,NriUJr,大学生兼职调查,39.154.168.28,109.9327000,40.4465920,内蒙古自治区,鄂尔多斯市,COMPUTER,Windows,Chrome,1280px*720px,,女,内蒙古大学经济管理学院,大四,内蒙古自治区，鄂尔多斯市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,1,1,0,中立,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,1,0,一到二个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,6,6,存在较少不公平现象,,,,,,,1,1,1,1,1,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
31,7AxOOlyM,5M2G61k7,cdm****4hgtP,2022-02-16 16:12:31,2022-02-16 16:14:24,113,1,NriUJr,大学生兼职调查,183.200.104.46,110.9475080,35.1028670,山西省,运城市,MOBILE,Android,weixin,360px*800px,,女,山西大同大学化工学院,大三,山西省，大同市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,1,0,1,0,其他,0,0,0,1,0,0,0,支持,校外,,,,,,,1,1,1,0,0,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,1,1,0,0,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
32,7BGOOQzL,me3AJy97,cdm****FJSMv,2022-02-16 16:03:47,2022-02-16 16:09:12,325,1,NriUJr,大学生兼职调查,111.8.157.88,111.3099070,27.0018990,湖南省,邵阳市,COMPUTER,Windows,Chrome,1494px*934px,,女,哈尔滨工程大学经济管理学院,大二,湖南省，邵阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,0,1,0,0,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,公司层次和品牌形象,家乡城市,密切密切,6,3,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
33,ev9llbVL,BepJbk37,cdm****z7EQM,2022-02-16 16:06:25,2022-02-16 16:08:31,126,1,NriUJr,大学生兼职调查,223.104.15.76,118.8721019,42.2645083,内蒙古自治区,赤峰市,MOBILE,iOS,weixin,390px*844px,,女,吉林大学东北亚学院,研一,内蒙古自治区，赤峰市,否,推荐,2,有过,1,0,1,1,0,1,1,1,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
