,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,MRD6yNPL,BMDxqJGM,cdm****05W9D,2022-02-17 15:44:03,2022-02-17 15:52:08,485,1,NriUJr,大学生兼职调查,39.144.177.50,113.6426390,34.7434010,河南省,郑州市,MOBILE,Android,weixin,360px*800px,,女,河南中医药大学 管理学院,大四,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,0,0,1,1,0,0,其他,0,0,1,0,1,1,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,1,0,二到四个月,实习条件和薪资待遇,一线城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
11,M9X0Pjze,aMgOb2yM,cdm****kgX2X,2022-02-17 12:25:37,2022-02-17 12:28:29,172,1,NriUJr,大学生兼职调查,123.152.221.49,121.6530500,29.8285620,浙江省,宁波市,MOBILE,Android,weixin,360px*800px,,女,中农英语,大一,浙江省，台州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,寒暑假,1001?2000元,非常不满意,0,0,0,0,1,0,忍气吞声，自认倒霉,0,1,0,1,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
12,Lz9lknz7,J7BjRQd7,cdm****qO9wx,2022-02-17 12:13:46,2022-02-17 12:17:18,212,1,NriUJr,大学生兼职调查,120.229.139.165,113.8082000,23.0233400,广东省,东莞市,COMPUTER,Windows,Chrome,1280px*800px,,男,北部湾大学理学院,大三,广西壮族自治区，钦州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,节假日,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,支持,校内,1,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
13,Mr5nbW5e,2Md1q6Z7,cdm****wu12A,2022-02-16 17:40:33,2022-02-16 17:43:41,188,1,NriUJr,大学生兼职调查,125.71.76.30,104.0538270,30.5980900,四川省,成都市,MOBILE,Android,weixin,393px*851px,,男,电子科技大学电子学院,大二,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,1,0,0,0,0,向相关部门投诉,0,1,1,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,密切密切,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
14,L0mDkYRe,KLOn3wx7,cdm****jQI93,2022-02-16 17:16:29,2022-02-16 17:21:41,312,1,NriUJr,大学生兼职调查,223.88.14.28,112.9590970,34.7473830,河南省,郑州市,MOBILE,Android,weixin,360px*800px,,女,郑州大学 化工食品学院,大四,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,节假日,1001?2000元,非常不满意,1,0,1,0,0,0,向相关部门投诉,0,0,1,1,1,1,0,支持,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,1,0,0,二到四个月,可以留用,家乡城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
15,7YpQgaaM,2Md102m7,cdm****eejsh,2022-02-16 17:16:47,2022-02-16 17:20:11,204,1,NriUJr,大学生兼职调查,223.73.191.210,113.7993300,23.0560400,广东省,东莞市,COMPUTER,Windows,Chrome,1280px*720px,,女,华南理工大学工商管理学院,大三,广东省，湛江市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校内,0,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,6,公平,,,,,,,0,1,0,0,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
16,L0mDkvRe,G7XJowBe,cdm****x1IN7,2022-02-16 17:14:20,2022-02-16 17:19:25,305,1,NriUJr,大学生兼职调查,118.115.72.159,104.0423792,30.5427919,四川省,成都市,MOBILE,iOS,weixin,414px*736px,,女,川北医学院,大二,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,0,0,0,支持,校内,0,1,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,受到尊重（工作体面有尊严
17,MgEronnL,J7BmPN1M,cdm****g9Pnf,2022-02-16 17:10:16,2022-02-16 17:14:46,270,1,NriUJr,大学生兼职调查,120.229.185.207,113.6999040,22.8392240,广东省,东莞市,MOBILE,Android,weixin,393px*818px,,女,武汉理工大学理学院,大三,广东省，茂名市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,寒暑假,501-1000元,非常不满意,1,0,0,1,0,0,寻求家长、老师帮助,0,0,1,1,1,0,0,中立,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以留用,一线城市,较多联系,4,5,存在较多不公平现象,1,1,0,1,0,0,1,1,1,1,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
18,ekqylPQ7,J7BmRYEM,cdm****W8fyL,2022-02-16 17:05:35,2022-02-16 17:11:49,374,1,NriUJr,大学生兼职调查,122.192.15.134,118.9511261,32.1169891,江苏省,南京市,MOBILE,iOS,weixin,390px*844px,,女,南京大学 信息管理学院,研一,江苏省，无锡市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,工作日,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,0,0,支持,校内,0,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,0,0,一个月,与专业的相关性,学校所在城市,较多联系,,,,,5,7,公平,,,,,,,0,0,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
19,M9X0n49e,kMrmzO6e,主*,2022-02-16 16:56:24,2022-02-16 17:06:40,616,1,NriUJr,大学生兼职调查,120.228.138.248,113.0433500,28.1246400,湖南省,长沙市,MOBILE,Android,Chrome,360px*720px,,男,中国科学院大学物理学院,博士,广东省，广州市,是,,,,,,,,,,,,,,,,,,,,,10份以上,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,周末,5000元以上,非常不满意,0,0,0,0,0,1,,1,0,1,1,1,0,0,中立,校内,0,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,1,0,大于六个月,与专业的相关性,一线城市,密切密切,,,,,4,7,无所谓,,,,,,,1,0,1,1,1,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
20,7AxO01zM,5LmWEKgM,H**el,2022-02-16 17:03:31,2022-02-16 17:06:31,180,1,NriUJr,大学生兼职调查,60.209.250.112,120.3805890,36.0717260,山东省,青岛市,MOBILE,Android,weixin,363px*797px,,女,北京师范大学,大一,山东省，青岛市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,其他,0,0,1,1,0,1,0,支持,校外,,,,,,,0,0,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,一线城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,受到尊重（工作体面有尊严
21,MRD6r01L,0eyoRnV7,cdm****DNnFe,2022-02-16 17:00:42,2022-02-16 17:06:10,328,1,NriUJr,大学生兼职调查,14.221.116.82,114.0463900,22.9734500,广东省,东莞市,MOBILE,Android,Chrome,393px*851px,,男,华南农业大学,大二,广东省，揭阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,4,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,满足自我实现需要（激发潜能，实现自己的价值）
22,e5yNNpKe,Bep9rk8M,cdm****HXJOE,2022-02-16 16:42:01,2022-02-16 16:46:01,240,1,NriUJr,大学生兼职调查,171.92.151.239,103.6353660,30.9298270,四川省,成都市,MOBILE,Android,weixin,393px*851px,,女,内江师范学院政治与公共管理学院,大三,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,寒暑假,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,0,0,0,支持,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,5,无所谓,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,受到尊重（工作体面有尊严
23,eyPbbBQL,J7Brv2n7,cdm****MhewR,2022-02-16 16:32:18,2022-02-16 16:36:10,232,1,NriUJr,大学生兼职调查,115.199.133.219,120.1592310,30.2645400,浙江省,杭州市,MOBILE,Android,weixin,400px*880px,,女,同济大学艺传学院,大二,浙江省，杭州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,周末,500元及以下,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,0,0,支持,校内,1,1,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,密切密切,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
24,L0mDDjDe,5LmqP0xL,cdm****8bggs,2022-02-16 16:33:35,2022-02-16 16:35:40,125,1,NriUJr,大学生兼职调查,117.174.13.213,104.2629800,30.5524830,四川省,成都市,MOBILE,Android,weixin,360px*780px,,女,西南科技大学环境与资源学院,大一,四川省，乐山市,否,非常赞同,4,有过,0,0,1,1,0,0,0,1,1,0,周末,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
25,e4BAAZa7,RMW0RBE7,cdm****IWcDG,2022-02-16 16:17:23,2022-02-16 16:22:38,315,1,NriUJr,大学生兼职调查,183.206.163.163,118.8505300,31.9372950,江苏省,南京市,MOBILE,Android,weixin,400px*867px,,女,南京师范大学,研二,江苏省，南京市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,工作日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,0,0,1,0,支持,校外,,,,,,,0,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,二到四个月,公司层次和品牌形象,学校所在城市,密切密切,,,,,5,6,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
26,7XAkkkBL,oe4gOlmL,cdm****pLwdY,2022-02-16 16:16:05,2022-02-16 16:20:10,245,1,NriUJr,大学生兼职调查,117.136.72.96,102.7196630,25.0908860,云南省,昆明市,MOBILE,Android,weixin,360px*780px,,女,云南财经大学,研二,云南省，昆明市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,周末,2001-3000 元,非常不满意,0,0,0,1,0,0,诉诸法律,1,1,1,1,1,1,0,反对,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,1,1,0,0,0,四到六个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,5,7,公平,,,,,,,1,1,1,1,1,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
27,Lm9qqBKL,veEAN38e,小*鹅,2022-02-16 16:13:34,2022-02-16 16:16:51,197,1,NriUJr,大学生兼职调查,61.185.165.87,108.7316790,34.0523460,陕西省,西安市,MOBILE,Android,weixin,360px*780px,,女,西安欧亚学院,大四,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,节假日,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,0,1,1,0,0,支持,校内,0,0,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,0,0,1,0,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,,,,,6,5,公平,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
28,eyPbbDbL,AM94pX4e,P*ne,2022-02-16 15:48:32,2022-02-16 15:51:33,181,1,NriUJr,大学生兼职调查,39.162.156.29,113.9185520,34.8608990,河南省,郑州市,MOBILE,Android,Chrome,360px*800px,,男,沈阳化工大学信息工程学院,大二,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,节假日,500元及以下,非常不满意,0,0,0,0,1,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,较多联系,5,6,无所谓,,,,,,,0,0,1,1,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
29,epD4aZXe,p7YQ21x7,cdm****T6Zcl,2022-02-16 15:44:18,2022-02-16 15:47:13,175,1,NriUJr,大学生兼职调查,117.136.66.125,118.8103240,31.9860040,江苏省,南京市,MOBILE,Android,weixin,360px*780px,,女,青岛大学美术学院,大四,江苏省，南京市,否,无所谓,4,有过,0,1,1,1,1,1,0,0,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,受到尊重（工作体面有尊严
30,Mo120RnL,z7A1roA7,cdm****4pYJ9,2022-02-16 15:36:44,2022-02-16 15:39:57,193,1,NriUJr,大学生兼职调查,39.185.196.18,121.3458040,30.2320470,浙江省,宁波市,MOBILE,Android,weixin,360px*800px,,女,温州医科大学护理学院,大二,浙江省，宁波市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,寒暑假,1001?2000元,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,0,1,0,1,0,反对,校外,,,,,,,1,0,1,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,5,存在较少不公平现象,,,,,,,0,0,0,1,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
31,M6BPGAPM,p7Y5qmx7,cdm****0BTXR,2022-02-16 15:29:25,2022-02-16 15:33:34,249,1,NriUJr,大学生兼职调查,117.136.45.140,118.7730900,31.9853070,江苏省,南京市,MOBILE,Android,weixin,393px*851px,,女,南京理工大学，计算机科学与工程学院,大四,江苏省，徐州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,1,1,0,0,0,忍气吞声，自认倒霉,0,1,1,1,0,1,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,0,0,1,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
32,e8YAGOBM,p7Y5EjW7,cdm****VedAX,2022-02-16 15:23:31,2022-02-16 15:27:10,219,1,NriUJr,大学生兼职调查,113.57.80.57,114.3601800,30.5269380,湖北省,武汉市,COMPUTER,Windows,Chrome,1680px*1050px,,男,武汉大学 图像传播研究中心,大四,甘肃省，天水市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,0,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,可以留用,一线城市,密切密切,5,5,公平,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
