,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
10,e4BA94a7,VMJO3zd7,cdm****JYZqt,2022-02-17 12:16:22,2022-02-17 12:21:20,298,1,NriUJr,大学生兼职调查,183.188.192.232,111.8265400,38.9097700,山西省,忻州市,MOBILE,Android,Chrome,393px*873px,,女,华中师范大学信息管理学院,大四,山西省，忻州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,1,0,中立,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,1,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,4,5,无所谓,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
11,Mr5nOwpe,pLz3Kw1e,cdm****yPXh4,2022-02-17 12:01:13,2022-02-17 12:04:22,189,1,NriUJr,大学生兼职调查,42.90.204.214,103.1342330,36.9670100,甘肃省,武威市,MOBILE,Android,weixin,360px*780px,,男,甘肃农业大学管理学院,大三,甘肃省，兰州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,寒暑假,2001-3000 元,非常不满意,1,0,1,1,0,0,向相关部门投诉,0,1,1,1,0,1,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,大于六个月,与专业的相关性,一线城市,密切密切,7,7,公平,,,,,,,1,1,1,1,0,1,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
12,7KvO91kM,37Kyd6Qe,cdm****UinuE,2022-02-16 17:37:05,2022-02-16 17:39:16,131,1,NriUJr,大学生兼职调查,1.81.219.3,107.0248360,33.0840350,陕西省,汉中市,MOBILE,Android,weixin,360px*780px,,女,西北政法大学,大三,陕西省，汉中市,否,推荐,3,有过,0,0,1,1,0,1,1,1,1,0,周末,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
13,M9X0ngve,4enRm42e,cdm****O1qAE,2022-02-16 17:10:22,2022-02-16 17:21:43,681,1,NriUJr,大学生兼职调查,223.104.219.25,104.6509610,29.5190010,四川省,内江市,MOBILE,Android,weixin,360px*800px,,女,成都理工大学 数学科学学院,大二,四川省，内江市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,支持,校外,,,,,,,0,1,1,0,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,可以给出实习证明即可,家乡城市,较多联系,4,5,存在较少不公平现象,,,,,,,0,0,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,受到尊重（工作体面有尊严
14,7BGOZXEL,qM6wjyd7,地**一样,2022-02-16 17:08:28,2022-02-16 17:15:42,434,1,NriUJr,大学生兼职调查,39.144.178.176,114.1234200,33.5221840,河南省,漯河市,MOBILE,Android,weixin,393px*873px,,女,河南护理职业学院,大三,河南省，漯河市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,工作日,500元及以下,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,0,1,0,0,1,0,中立,校内,1,0,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,0,0,0,0,大于六个月,与专业的相关性,其他城市,较多联系,,,,,5,5,公平,,,,,,,0,1,0,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
15,MWWw8PyM,RMWJ034e,H**H**,2022-02-16 17:10:13,2022-02-16 17:15:19,306,1,NriUJr,大学生兼职调查,111.58.249.46,108.6431531,21.9984610,广西壮族自治区,钦州市,TABLET,iOS,weixin,810px*1080px,,男,中国人民大学劳动人事学院,大三,广西壮族自治区，钦州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,寒暑假,1001?2000元,非常不满意,1,0,0,0,1,0,向相关部门投诉,1,1,1,1,1,1,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,0,0,四到六个月,可以给出实习证明即可,一线城市,较多联系,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
16,7XAkqYrL,9LQm1yQL,cdm****ZMjtT,2022-02-16 17:08:33,2022-02-16 17:11:42,189,1,NriUJr,大学生兼职调查,182.244.120.75,101.2485400,26.1902160,云南省,楚雄彝族自治州,MOBILE,Android,Chrome,360px*800px,,女,云南师范大学职教学院,大一,云南省，楚雄彝族自治州,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,0,1,0,支持,校外,,,,,,,1,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
17,LwPDz8Ye,xMo2nO6e,cdm****mW0vB,2022-02-16 17:03:50,2022-02-16 17:11:31,461,1,NriUJr,大学生兼职调查,112.44.42.157,106.8212586,32.3008072,四川省,巴中市,MOBILE,iOS,weixin,414px*896px,,女,四川工业科技学校电子信息与计算机工程学院,大四,四川省，巴中市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,节假日,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,1,1,1,1,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,较少联系,6,3,存在较少不公平现象,,,,,,,1,1,1,0,0,1,1,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
18,Mr5nbGke,JekpjVjM,cdm****X17u4,2022-02-16 16:59:16,2022-02-16 17:08:04,528,1,NriUJr,大学生兼职调查,182.240.144.80,102.7576740,24.1171340,云南省,玉溪市,MOBILE,Android,weixin,360px*800px,,女,北京科技大学 经管学院,大二,云南省，昆明市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,1,0,支持,校外,,,,,,,1,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,可以留用,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
19,eEKA0R87,ve82Kaw7,cdm****qXXy9,2022-02-16 16:59:36,2022-02-16 17:02:56,200,1,NriUJr,大学生兼职调查,111.9.232.5,102.9901100,29.9970600,四川省,雅安市,COMPUTER,Windows,Chrome,1536px*864px,,女,四川大学锦江学院东坡学院,大四,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,0,1,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,家乡城市,较多联系,4,3,存在较多不公平现象,1,0,1,1,1,0,0,0,0,0,1,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
20,7BGOZj1L,aMgOZQlM,m,2022-02-16 16:53:31,2022-02-16 16:57:14,223,1,NriUJr,大学生兼职调查,117.190.177.199,75.9852310,39.4544800,新疆维吾尔自治区,喀什地区,MOBILE,Android,weixin,360px*780px,,女,鲁东大学外国语学院,大三,新疆维吾尔自治区，喀什地区,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,较多联系,4,4,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
21,LGBAAqk7,leNqggRL,cdm****QzOTI,2022-02-16 16:44:07,2022-02-16 16:47:09,182,1,NriUJr,大学生兼职调查,39.154.98.21,107.3874520,40.7463020,内蒙古自治区,巴彦淖尔市,MOBILE,Android,weixin,360px*800px,,女,长沙医学院临床学院,大四,内蒙古自治区，巴彦淖尔市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,四到六个月,可以给出实习证明即可,家乡城市,较多联系,3,3,存在较少不公平现象,,,,,,,1,0,0,0,0,0,1,1,基本没有帮助,,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
22,7KvOOnnM,kM15JZkM,天*烟雨,2022-02-16 16:31:03,2022-02-16 16:35:56,293,1,NriUJr,大学生兼职调查,111.58.80.95,109.7018120,22.8366650,广西壮族自治区,贵港市,MOBILE,Android,weixin,393px*873px,,男,吉林农业科技学院，动物科技学院,大二,广西壮族自治区，柳州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,周末,500元及以下,非常不满意,1,0,0,1,0,0,向相关部门投诉,0,0,1,1,1,0,0,中立,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较多不公平现象,1,0,1,1,1,0,1,1,1,1,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
23,e4BAAkq7,JekyGyN7,cdm****ZTcmV,2022-02-16 16:11:05,2022-02-16 16:17:16,371,1,NriUJr,大学生兼职调查,111.18.25.233,107.9216000,32.6767000,陕西省,汉中市,MOBILE,Android,weixin,360px*780px,,女,陕西学前师范学院幼儿教育学院,大四,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,其他,0,0,1,1,1,0,0,支持,校外,,,,,,,0,1,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,二到四个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,4,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
24,eEKAAG67,5LmKqVnM,cdm****N7dGQ,2022-02-16 16:07:12,2022-02-16 16:11:45,273,1,NriUJr,大学生兼职调查,223.104.15.204,116.0460450,43.9044290,内蒙古自治区,锡林郭勒盟,MOBILE,Android,weixin,360px*800px,,女,辽宁师范大学历史文化旅游学院,研三,内蒙古自治区，锡林郭勒盟,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,周末,501-1000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,1,1,0,0,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
25,e8YAArXM,JekpjnwM,cdm****JOjqx,2022-02-16 16:01:40,2022-02-16 16:04:44,184,1,NriUJr,大学生兼职调查,59.62.14.250,113.9018000,27.9332000,江西省,萍乡市,MOBILE,Android,weixin,360px*800px,,女,江西中医药大学,大三,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,周末,1001?2000元,非常不满意,1,0,1,0,0,0,寻求家长、老师帮助,0,1,0,1,1,0,0,中立,校内,1,0,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,学校所在城市,密切密切,4,5,存在较多不公平现象,1,0,1,0,1,0,0,0,1,1,0,0,1,0,基本没有帮助,,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
26,eP2OO2y7,pLzQEp17,cdm****YdeK7,2022-02-16 15:51:12,2022-02-16 15:52:57,105,1,NriUJr,大学生兼职调查,122.141.167.145,126.1790550,41.1158310,吉林省,通化市,MOBILE,Android,weixin,360px*800px,,女,吉林化工学院 经济管理学院,大二,吉林省，通化市,否,无所谓,3,有过,0,0,1,1,0,0,0,1,1,0,周末,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
27,L0mDP8qe,kM15JlWM,cdm****FMVCu,2022-02-16 15:47:00,2022-02-16 15:50:21,201,1,NriUJr,大学生兼职调查,222.162.45.187,126.4119240,41.9431270,吉林省,白山市,MOBILE,Android,Chrome,360px*780px,,女,吉林师范大学管理学院,大二,吉林省，白山市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,0,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,较多联系,6,7,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
28,7qXdRqKM,5M2ADbae,南*。,2022-02-16 15:44:01,2022-02-16 15:49:22,321,1,NriUJr,大学生兼职调查,124.167.51.78,112.4524500,39.3450500,山西省,朔州市,MOBILE,Android,Chrome,393px*786px,,男,重庆邮电大学自动化学院,大四,山西省，朔州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,一线城市,较多联系,4,6,公平,,,,,,,1,1,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
29,7AxOKW9M,J7Brov17,cdm****Zs1VL,2022-02-16 15:43:11,2022-02-16 15:47:21,250,1,NriUJr,大学生兼职调查,180.140.25.113,109.4546000,23.2590000,广西壮族自治区,贵港市,MOBILE,Android,weixin,360px*780px,,女,桂林电子科技大学商学院,大三,广西壮族自治区，贵港市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,周末,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,1,0,1,1,0,支持,校内,1,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,3,4,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,基本没有帮助,,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
30,7YpQNVwM,yevAkjVL,小*子,2022-02-16 15:37:17,2022-02-16 15:42:19,302,1,NriUJr,大学生兼职调查,39.128.66.80,104.9866470,27.4391930,云南省,昭通市,MOBILE,Android,weixin,393px*851px,,女,云南大学化学学院,大三,云南省，昆明市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,寒暑假,501-1000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,0,0,1,0,1,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,实习条件和薪资待遇,家乡城市,密切密切,5,6,存在较少不公平现象,,,,,,,1,1,0,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
31,ev9lXkvL,VMJO8PR7,cdm****6SzHc,2022-02-16 15:27:17,2022-02-16 15:33:11,354,1,NriUJr,大学生兼职调查,39.144.29.134,113.9826000,33.5882200,河南省,漯河市,MOBILE,Android,weixin,360px*640px,,男,开封大学医学部,大三,河南省，漯河市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,周末,500元及以下,非常不满意,1,0,0,0,1,0,寻求家长、老师帮助,1,0,1,1,1,0,0,支持,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,1,1,0,大于六个月,与专业的相关性,学校所在城市,密切密切,,,,,6,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
32,e3BAGrRL,37KgzkK7,cdm****5IcwP,2022-02-16 15:14:32,2022-02-16 15:20:25,353,1,NriUJr,大学生兼职调查,120.230.246.177,111.6764570,22.7055057,广东省,云浮市,MOBILE,iOS,weixin,375px*812px,,女,东莞职业技术学院,大二,广东省，云浮市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,周末,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,0,1,1,0,0,支持,校外,,,,,,,0,1,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,一线城市,密切密切,6,5,存在较少不公平现象,,,,,,,0,0,1,0,0,0,1,1,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
